MsgID.GLOBAL_POSITION,0.0000000,-122.3957389,37.7932802,0.0460000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2634.8310000,-0.1403454,0.4563622,-0.0495403
MsgID.LOCAL_VELOCITY,2634.8310000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957387,37.7932800,0.0650000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2635.0810000,-0.1874030,0.5280222,-0.0679268
MsgID.LOCAL_VELOCITY,2635.0810000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957365,37.7932790,0.0770000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957443,37.7932815,0.0000000
MsgID.LOCAL_POSITION,2635.3310000,-0.2663519,0.6894513,-0.0783079
MsgID.LOCAL_VELOCITY,2635.3310000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957390,37.7932807,0.0810000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2635.5810000,-0.0628258,0.4409023,-0.0820235
MsgID.LOCAL_VELOCITY,2635.5810000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957388,37.7932815,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2635.8310000,-0.0098957,0.5183158,-0.0824993
MsgID.LOCAL_VELOCITY,2635.8310000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957369,37.7932816,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2636.0810000,0.0318585,0.6565549,-0.0824999
MsgID.LOCAL_VELOCITY,2636.0810000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957370,37.7932818,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957443,37.7932815,0.0000000
MsgID.LOCAL_POSITION,2636.3310000,0.0233667,0.6501702,-0.0824999
MsgID.LOCAL_VELOCITY,2636.3310000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957381,37.7932809,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2636.5810000,-0.0838905,0.5176949,-0.0824999
MsgID.LOCAL_VELOCITY,2636.5810000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957400,37.7932806,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2636.8310000,0.3243647,-0.2957939,-0.0824712
MsgID.LOCAL_VELOCITY,2636.8310000,0.0000105,0.0000030,-0.0000585
MsgID.GLOBAL_POSITION,0.0000000,-122.3957385,37.7932806,0.0810000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2637.0810000,0.3157435,-0.1232717,-0.0812301
MsgID.LOCAL_VELOCITY,2637.0810000,-0.0000076,-0.0000033,0.0000189
MsgID.GLOBAL_POSITION,0.0000000,-122.3957364,37.7932802,0.0760000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957366,37.7932777,0.0000000
MsgID.LOCAL_POSITION,2637.3310000,0.2835418,0.0057888,-0.0754702
MsgID.LOCAL_VELOCITY,2637.3310000,0.0000229,-0.0000048,0.0000491
MsgID.GLOBAL_POSITION,0.0000000,-122.3957387,37.7932798,0.2080000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-1.5700000
MsgID.LOCAL_POSITION,2637.5810000,0.2150055,-0.2138272,-0.2680486
MsgID.LOCAL_VELOCITY,2637.5810000,0.0008256,0.0046909,-1.9148808
MsgID.GLOBAL_POSITION,0.0000000,-122.3957385,37.7932791,0.7970000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0200000,-3.0200000
MsgID.LOCAL_POSITION,2637.8310000,0.1727727,-0.1378728,-0.9019169
MsgID.LOCAL_VELOCITY,2637.8310000,0.0058697,0.0300355,-3.1171627
MsgID.GLOBAL_POSITION,0.0000000,-122.3957381,37.7932810,1.5790000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0300000,-3.4800000
MsgID.LOCAL_POSITION,2638.0810000,0.3889298,-0.1565302,-1.6997207
MsgID.LOCAL_VELOCITY,2638.0810000,0.0129213,0.0290450,-3.5103369
MsgID.GLOBAL_POSITION,0.0000000,-122.3957397,37.7932814,2.4200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0200000,-3.5400000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957366,37.7932777,0.0000000
MsgID.LOCAL_POSITION,2638.3310000,0.3936123,-0.2687338,-2.5786221
MsgID.LOCAL_VELOCITY,2638.3310000,0.0018674,0.0284205,-3.4972844
MsgID.GLOBAL_POSITION,0.0000000,-122.3957382,37.7932801,3.1210000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0200000,-1.6200000
MsgID.LOCAL_POSITION,2638.5820000,0.2303853,-0.1148484,-3.1853616
MsgID.LOCAL_VELOCITY,2638.5820000,-0.0005951,0.0279111,-1.1191339
MsgID.GLOBAL_POSITION,0.0000000,-122.3957372,37.7932791,3.4370000
MsgID.LOCAL_VELOCITY,0.0000000,0.4100000,0.0300000,-2.0800000
MsgID.LOCAL_POSITION,2638.8320000,0.1860570,-0.0284942,-3.5409706
MsgID.LOCAL_VELOCITY,2638.8320000,0.7354135,0.0307631,-2.4197056
MsgID.GLOBAL_POSITION,0.0000000,-122.3957356,37.7932829,4.1490000
MsgID.LOCAL_VELOCITY,0.0000000,2.4600000,0.0200000,-3.2800000
MsgID.LOCAL_POSITION,2639.0820000,0.6671363,0.1093931,-4.2643638
MsgID.LOCAL_VELOCITY,2639.0820000,2.7281749,0.0277712,-3.3702097
MsgID.GLOBAL_POSITION,0.0000000,-122.3957357,37.7932903,4.9680000
MsgID.LOCAL_VELOCITY,0.0000000,3.4300000,0.0100000,-2.6100000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957366,37.7932777,0.0000000
MsgID.LOCAL_POSITION,2639.3320000,1.5384071,0.0559146,-5.0563521
MsgID.LOCAL_VELOCITY,2639.3320000,3.4044578,0.0157177,-2.2437847
MsgID.GLOBAL_POSITION,0.0000000,-122.3957384,37.7932984,5.3170000
MsgID.LOCAL_VELOCITY,0.0000000,3.2200000,0.0100000,-0.1100000
MsgID.LOCAL_POSITION,2639.5820000,2.3959732,-0.1780748,-5.3183722
MsgID.LOCAL_VELOCITY,2639.5820000,3.2013936,0.0147802,0.2304497
MsgID.GLOBAL_POSITION,0.0000000,-122.3957375,37.7933040,5.0850000
MsgID.LOCAL_VELOCITY,0.0000000,3.1700000,0.0100000,1.9800000
MsgID.LOCAL_POSITION,2639.8320000,3.0236776,-0.0359344,-5.0209961
MsgID.LOCAL_VELOCITY,2639.8320000,3.3417575,0.0208439,1.9570773
MsgID.GLOBAL_POSITION,0.0000000,-122.3957356,37.7933139,4.7630000
MsgID.LOCAL_VELOCITY,0.0000000,4.9800000,0.0200000,0.5700000
MsgID.LOCAL_POSITION,2640.0820000,4.2476153,0.0913772,-4.7530746
MsgID.LOCAL_VELOCITY,2640.0820000,5.2749648,0.0197328,0.2944095
MsgID.GLOBAL_POSITION,0.0000000,-122.3957356,37.7933282,4.8530000
MsgID.LOCAL_VELOCITY,0.0000000,6.6000000,0.0000000,-0.6400000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957366,37.7932777,0.0000000
MsgID.LOCAL_POSITION,2640.3320000,5.8286567,0.1059059,-4.8796806
MsgID.LOCAL_VELOCITY,2640.3320000,6.7039895,-0.0123566,-0.5700743
MsgID.GLOBAL_POSITION,0.0000000,-122.3957351,37.7933415,4.9540000
MsgID.LOCAL_VELOCITY,0.0000000,7.1000000,-0.0300000,0.1000000
MsgID.LOCAL_POSITION,2640.5820000,7.3275089,0.1277919,-4.9528370
MsgID.LOCAL_VELOCITY,2640.5820000,7.1960082,-0.0422977,0.1707454
MsgID.GLOBAL_POSITION,0.0000000,-122.3957362,37.7933587,4.9060000
MsgID.LOCAL_VELOCITY,0.0000000,7.8300000,-0.0800000,0.3300000
MsgID.LOCAL_POSITION,2640.8320000,9.2991753,0.0221490,-4.8983397
MsgID.LOCAL_VELOCITY,2640.8320000,7.9882793,-0.0858236,0.2656827
MsgID.GLOBAL_POSITION,0.0000000,-122.3957369,37.7933770,4.8790000
MsgID.LOCAL_VELOCITY,0.0000000,8.6100000,-0.0600000,-0.0100000
MsgID.LOCAL_POSITION,2641.0820000,11.4239140,-0.0223682,-4.8812022
MsgID.LOCAL_VELOCITY,2641.0820000,8.6351595,-0.0568211,-0.0241362
MsgID.GLOBAL_POSITION,0.0000000,-122.3957361,37.7933964,4.8930000
MsgID.LOCAL_VELOCITY,0.0000000,7.8300000,-0.0100000,-0.0800000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957366,37.7932777,0.0000000
MsgID.LOCAL_POSITION,2641.3320000,13.5767937,0.0540623,-4.8960314
MsgID.LOCAL_VELOCITY,2641.3320000,7.4820323,-0.0187495,-0.0867312
MsgID.GLOBAL_POSITION,0.0000000,-122.3957372,37.7934142,4.9010000
MsgID.LOCAL_VELOCITY,0.0000000,5.7900000,-0.0300000,-0.0600000
MsgID.LOCAL_POSITION,2641.5820000,15.3827362,-0.0741393,-4.9017577
MsgID.LOCAL_VELOCITY,2641.5820000,5.5352221,-0.0346502,-0.0681497
MsgID.GLOBAL_POSITION,0.0000000,-122.3957381,37.7934256,4.9010000
MsgID.LOCAL_VELOCITY,0.0000000,4.3300000,0.2800000,-0.0100000
MsgID.LOCAL_POSITION,2641.8320000,16.5772076,-0.1136791,-4.9010835
MsgID.LOCAL_VELOCITY,2641.8320000,4.1950536,0.4448167,-0.0494704
MsgID.GLOBAL_POSITION,0.0000000,-122.3957354,37.7934334,4.9030000
MsgID.LOCAL_VELOCITY,0.0000000,3.5600000,1.3800000,-0.0900000
MsgID.LOCAL_POSITION,2642.0820000,17.3970108,0.1578115,-4.9056997
MsgID.LOCAL_VELOCITY,2642.0820000,3.4586651,1.5333515,-0.0821611
MsgID.GLOBAL_POSITION,0.0000000,-122.3957303,37.7934388,4.9100000
MsgID.LOCAL_VELOCITY,0.0000000,2.7800000,2.3500000,0.0200000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957366,37.7932777,0.0000000
MsgID.LOCAL_POSITION,2642.3320000,17.9946480,0.6527159,-4.9111247
MsgID.LOCAL_VELOCITY,2642.3320000,2.6590376,2.5064769,0.0001924
MsgID.GLOBAL_POSITION,0.0000000,-122.3957231,37.7934440,4.9140000
MsgID.LOCAL_VELOCITY,0.0000000,1.9500000,3.3100000,0.0000000
MsgID.LOCAL_POSITION,2642.5820000,18.5439072,1.3000982,-4.9163570
MsgID.LOCAL_VELOCITY,2642.5820000,1.8321311,3.4546661,-0.0181748
MsgID.GLOBAL_POSITION,0.0000000,-122.3957141,37.7934480,4.9270000
MsgID.LOCAL_VELOCITY,0.0000000,1.1600000,4.1600000,0.0300000
MsgID.LOCAL_POSITION,2642.8320000,19.0114231,2.1884031,-4.9280467
MsgID.LOCAL_VELOCITY,2642.8320000,1.0304526,4.3074303,0.0507956
MsgID.GLOBAL_POSITION,0.0000000,-122.3956999,37.7934517,4.9290000
MsgID.LOCAL_VELOCITY,0.0000000,0.3500000,4.9500000,0.0800000
MsgID.LOCAL_POSITION,2643.0820000,19.3532963,3.5604572,-4.9260168
MsgID.LOCAL_VELOCITY,2643.0820000,0.2050384,5.0909986,0.1183770
MsgID.GLOBAL_POSITION,0.0000000,-122.3956825,37.7934504,4.9150000
MsgID.LOCAL_VELOCITY,0.0000000,-0.5400000,5.7200000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957366,37.7932777,0.0000000
MsgID.LOCAL_POSITION,2643.3320000,19.1520786,5.0497231,-4.9152055
MsgID.LOCAL_VELOCITY,2643.3320000,-0.6873287,5.8392067,-0.0024373
MsgID.GLOBAL_POSITION,0.0000000,-122.3956657,37.7934489,4.9190000
MsgID.LOCAL_VELOCITY,0.0000000,-1.4000000,6.3900000,-0.0800000
MsgID.LOCAL_POSITION,2643.5820000,18.9997559,6.5338359,-4.9193668
MsgID.LOCAL_VELOCITY,2643.5820000,-1.5104319,6.4640055,-0.0632074
MsgID.GLOBAL_POSITION,0.0000000,-122.3956478,37.7934453,4.9080000
MsgID.LOCAL_VELOCITY,0.0000000,-2.1900000,6.9000000,-0.0600000
MsgID.LOCAL_POSITION,2643.8320000,18.5130634,8.1211805,-4.9072356
MsgID.LOCAL_VELOCITY,2643.8320000,-2.3251514,6.9808173,-0.0895930
MsgID.GLOBAL_POSITION,0.0000000,-122.3956290,37.7934380,4.8990000
MsgID.LOCAL_VELOCITY,0.0000000,-3.0300000,7.3800000,-0.1400000
MsgID.LOCAL_POSITION,2644.0820000,17.7069855,9.8456783,-4.8993664
MsgID.LOCAL_VELOCITY,2644.0820000,-3.1523991,7.4564748,-0.1716378
MsgID.GLOBAL_POSITION,0.0000000,-122.3956065,37.7934314,4.9120000
MsgID.LOCAL_VELOCITY,0.0000000,-3.6800000,7.6900000,-0.2300000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957366,37.7932777,0.0000000
MsgID.LOCAL_POSITION,2644.3330000,16.9651623,11.8435593,-4.9158478
MsgID.LOCAL_VELOCITY,2644.3330000,-3.7422454,7.6791663,-0.2336702
MsgID.GLOBAL_POSITION,0.0000000,-122.3955859,37.7934226,4.9260000
MsgID.LOCAL_VELOCITY,0.0000000,-3.7400000,6.9200000,-0.1200000
MsgID.LOCAL_POSITION,2644.5830000,15.9407721,13.6363230,-4.9259558
MsgID.LOCAL_VELOCITY,2644.5830000,-3.6777678,6.7282314,-0.0845506
MsgID.GLOBAL_POSITION,0.0000000,-122.3955693,37.7934135,4.9210000
MsgID.LOCAL_VELOCITY,0.0000000,-3.0200000,5.3700000,-0.0800000
MsgID.LOCAL_POSITION,2644.8330000,14.9848356,15.0445538,-4.9220953
MsgID.LOCAL_VELOCITY,2644.8330000,-2.9038420,5.1633239,-0.0657519
MsgID.GLOBAL_POSITION,0.0000000,-122.3955577,37.7934077,4.9220000
MsgID.LOCAL_VELOCITY,0.0000000,-2.4300000,4.0600000,0.0000000
MsgID.LOCAL_POSITION,2645.0830000,14.3265591,16.1154385,-4.9227362
MsgID.LOCAL_VELOCITY,2645.0830000,-2.4987729,3.8757968,-0.0132251
MsgID.GLOBAL_POSITION,0.0000000,-122.3955454,37.7934020,4.9390000
MsgID.LOCAL_VELOCITY,0.0000000,-3.4000000,3.0700000,-0.0700000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957366,37.7932777,0.0000000
MsgID.LOCAL_POSITION,2645.3330000,13.6760759,17.1772480,-4.9465055
MsgID.LOCAL_VELOCITY,2645.3330000,-3.6204491,2.8857381,-0.0463717
MsgID.GLOBAL_POSITION,0.0000000,-122.3955378,37.7933944,4.9640000
MsgID.LOCAL_VELOCITY,0.0000000,-4.2900000,2.1300000,0.0700000
MsgID.LOCAL_POSITION,2645.5830000,12.8049221,17.7471771,-4.9643507
MsgID.LOCAL_VELOCITY,2645.5830000,-4.3752408,2.0239520,0.1425484
MsgID.GLOBAL_POSITION,0.0000000,-122.3955325,37.7933823,4.9570000
MsgID.LOCAL_VELOCITY,0.0000000,-4.9600000,1.2400000,0.1500000
MsgID.LOCAL_POSITION,2645.8330000,11.4176340,18.1888199,-4.9564881
MsgID.LOCAL_VELOCITY,2645.8330000,-5.0456805,1.1275898,0.1777171
MsgID.GLOBAL_POSITION,0.0000000,-122.3955306,37.7933696,4.9460000
MsgID.LOCAL_VELOCITY,0.0000000,-5.6100000,0.3400000,0.1500000
MsgID.LOCAL_POSITION,2646.0830000,10.0103035,18.3317661,-4.9452581
MsgID.LOCAL_VELOCITY,2646.0830000,-5.7028642,0.2169934,0.1558646
MsgID.GLOBAL_POSITION,0.0000000,-122.3955295,37.7933569,4.9460000
MsgID.LOCAL_VELOCITY,0.0000000,-6.2300000,-0.5700000,0.0600000
